Sr#,District,Block,Village/Town Code,Village/Town Name,People Groups,Language Groups,Gath Type,MC,HC,PC,AV,EV,Church/Orgn Name,Pastor/Leader Name,Comments
228,Araria,Forbesganj,1626221638,Mirganj,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",PC,0,0,1,0,0,Ind Church,Dharmendra ,AV to PC @ Feb'25
230,Araria,Forbesganj,1626221544,Musahari,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",MC,1,0,0,0,0,EF,,
233,Araria,Forbesganj,1626221599,Parwaha,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",HC,0,1,0,0,0,EF,,
236,Araria,Forbesganj,1626221626,Pipra,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",AV,0,0,0,1,0,,Dharmendra ,
237,Araria,Forbesganj,1626221590,Pokharia,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",HC,0,1,0,0,0,EF,,
240,Araria,Forbesganj,1626221572,Rahikpur,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",AV,0,0,0,1,0,,Dharmendra ,
243,Araria,Forbesganj,1626221592,Ramganj,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",HC,0,1,0,0,0,EF,,
244,Araria,Forbesganj,1626221552,Rampur,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",AV,0,0,0,1,0,,Dharmendra ,
245,Araria,Forbesganj,1626221614,Rampur,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",AV,0,0,0,1,0,,Dharmendra ,
247,Araria,Forbesganj,1626221580,Samaul,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",HC,0,1,0,0,0,EF,,
250,Araria,Forbesganj,1626221541,Shaifganj,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",AV,0,0,0,1,0,,Dharmendra ,
251,Araria,Forbesganj,1626221542,Shankarpur,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",HC,0,1,0,0,0,EF,,
254,Araria,Forbesganj,1626221549,Sirsia,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",HC,0,1,0,0,0,EF,,
257,Araria,Forbesganj,1631221563,Tharia Bakia,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",AV,0,0,0,1,0,,Dharmendra ,
259,Araria,Forbesganj,1626221579,Tiraskund,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",PC,0,0,1,0,0,Pentecostal Church,Dharmendra ,AV to PC @ Oct - Dec'25
260,Araria,Jokihat,1627222143,Artia,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",PC,0,0,1,0,0,Ind Church,,
263,Araria,Jokihat,1627222138,Bagmara,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",HC,0,1,0,0,0,Ind Church,,
264,Araria,Jokihat,1624222183,Bagnagar,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",PC,0,0,1,0,0,Ind Church,,
266,Araria,Jokihat,1627222114,Bairgachhi,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",AV,0,0,0,1,0,,Dharmendra ,
269,Araria,Jokihat,1996222171,Bardenga,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",PC,0,0,1,0,0,Ind Church,,
270,Araria,Jokihat,1627222123,Barhuwa,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",PC,0,0,1,0,0,Ind Church,,
272,Araria,Jokihat,1624222193,Bhag Turkaili,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",PC,0,0,1,0,0,,Dharmendra ,AV to PC @ Sept'25
275,Araria,Jokihat,1996222209,Bhuna,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",HC,0,1,0,0,0,Ind Church,,
277,Araria,Jokihat,1627222181,Chainpur,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",AV,0,0,0,1,0,,Dharmendra ,
279,Araria,Jokihat,1996222210,Chaukta,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",HC,0,1,0,0,0,Ind Church,,
281,Araria,Jokihat,1627222201,Chilhania,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",PC,0,0,1,0,0,Ind Church,,
284,Araria,Jokihat,1627222167,Darsana,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",AV,0,0,0,1,0,,Dharmendra ,
287,Araria,Jokihat,1627222139,Dhobinia,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",HC,0,1,0,0,0,Ind Church,,PC to HC @ March'25
290,Araria,Jokihat,1624222179,Dumaria,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",AV,0,0,0,1,0,,Dharmendra ,
291,Araria,Jokihat,1627222204,Durgapur,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",PC,0,0,1,0,0,Ind Church,,
294,Araria,Jokihat,1627222130,Gerki,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",AV,0,0,0,1,0,,Dharmendra ,
297,Araria,Jokihat,1627222124,Gogra,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",HC,0,1,0,0,0,Ind Church,,
300,Araria,Jokihat,1627222144,Jokihat,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",PC,0,0,1,0,0,Ind Church,Dharmendra ,AV to PC @ Feb'25
301,Araria,Jokihat,1627222205,Kachnahar,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",AV,0,0,0,1,0,,Dharmendra ,
302,Araria,Jokihat,1627222155,Kajleta,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",HC,0,1,0,0,0,Ind Church,,
306,Araria,Jokihat,1627222206,Karhara Chhaprail,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",AV,0,0,0,1,0,,Dharmendra ,
307,Araria,Jokihat,1627222197,Kariat,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",HC,0,1,0,0,0,Ind Church,,
310,Araria,Jokihat,1627222140,Khirdaha,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",AV,0,0,0,1,0,,Dharmendra ,
312,Araria,Jokihat,1627222175,Kishunpur,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",PC,0,0,1,0,0,Pentecostal Church,Dharmendra ,AV to PC @ Oct - Dec'25
314,Araria,Jokihat,1627222165,Lalia,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",PC,0,0,1,0,0,Ind Church,,
317,Araria,Jokihat,1627222147,Mahadewa,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",AV,0,0,0,1,0,,Dharmendra ,
319,Araria,Jokihat,1624222191,Mahjaili,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",PC,0,0,1,0,0,Ind Church,,
322,Araria,Jokihat,1624222184,Malharia,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",AV,0,0,0,1,0,,Dharmendra ,
324,Araria,Jokihat,1627222128,Masuria,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",HC,0,1,0,0,0,Ind Church,,
328,Araria,Jokihat,1624222195,Matiari,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",AV,0,0,0,1,0,,Dharmendra ,
331,Araria,Jokihat,1627222188,Padampur,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",PC,0,0,1,0,0,,Dharmendra ,AV to PC @ Sept'25
333,Araria,Jokihat,1627222182,Parshadpur,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",AV,0,0,0,1,0,,Dharmendra ,
336,Araria,Jokihat,1996222212,Pechaili,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",AV,0,0,0,1,0,,Dharmendra ,
339,Araria,Jokihat,1996222211,Pipra Pachhiari,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",AV,0,0,0,1,0,,Dharmendra ,
343,Araria,Jokihat,1627222121,Rani,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",AV,0,0,0,1,0,,Dharmendra ,
344,Araria,Jokihat,1627222146,Rani Istamrar,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",PC,0,0,1,0,0,Ind Church,Dharmendra ,AV to PC @ Feb'25
348,Araria,Jokihat,1624222127,Satbhita Kamat,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",AV,0,0,0,1,0,,Dharmendra ,
349,Araria,Jokihat,1627222120,Satghara,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",AV,0,0,0,1,0,,Dharmendra ,
350,Araria,Jokihat,1627222122,Semaria,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",AV,0,0,0,1,0,,Dharmendra ,
353,Araria,Jokihat,1627222142,Sisauna,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",HC,0,1,0,0,0,,Somitlal kumar,
356,Araria,Jokihat,1624222192,Turkaili,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",PC,0,0,1,0,0,,Somitlal kumar,
359,Araria,Kursakatta,1628221931,Asabhag,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",PC,0,0,1,0,0,,Somitlal kumar,
360,Araria,Kursakatta,1632221922,Asura Kalan Khola,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",PC,0,0,1,0,0,Ind Church,,
362,Araria,Kursakatta,1624221904,Bakhri Milik,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",HC,0,1,0,0,0,,Somitlal kumar,
364,Araria,Kursakatta,1628221917,Banmali,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",PC,0,0,1,0,0,Ind Church,,
367,Araria,Kursakatta,1632221906,Bhagtira,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",PC,0,0,1,0,0,Ind Church,,
369,Araria,Kursakatta,1632221920,Bhimpur Khar,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",PC,0,0,1,0,0,Ind Church,,
372,Araria,Kursakatta,1626221943,Birban,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",PC,0,0,1,0,0,,Somitlal kumar,
374,Araria,Kursakatta,1626221883,Chikni,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",MC,1,0,0,0,0,,Somitlal kumar,
376,Araria,Kursakatta,1632221918,Darha Pipra,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",HC,0,1,0,0,0,Ind Church,,
378,Araria,Kursakatta,1624221886,Doria,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",PC,0,0,1,0,0,,Somitlal kumar,
380,Araria,Kursakatta,1628221911,Gausnagar,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",HC,0,1,0,0,0,,Somitlal kumar,
381,Araria,Kursakatta,1628221894,Goshainpur,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",HC,0,1,0,0,0,Ind Church,,
384,Araria,Kursakatta,1626221937,Hasanpur,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",AV,0,0,0,1,0,,Somitlal kumar,
386,Araria,Kursakatta,1628221887,Itahi,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",AV,0,0,0,1,0,,Somitlal kumar,
388,Araria,Kursakatta,1628221940,Karahia,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",AV,0,0,0,1,0,,Somitlal kumar,
392,Araria,Kursakatta,1624221949,Kolhua,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",AV,0,0,0,1,0,,Somitlal kumar,
396,Araria,Kursakatta,1632221909,Kursakatta,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",MC,1,0,0,0,0,Pentecostal Church,,March'25 Update
397,Araria,Kursakatta,1628221893,Lachhmipur,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",PC,0,0,1,0,0,Pentecostal Church,,
400,Araria,Kursakatta,1628221889,Mahesh Khunt,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",PC,0,0,1,0,0,,Somitlal kumar,AV to PC @ Sept'25
402,Araria,Kursakatta,1628221895,Maigara,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",PC,0,0,1,0,0,Pentecostal Church,,
405,Araria,Kursakatta,1628221896,Mohiuddinpur,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",PC,0,0,1,0,0,Pentecostal Church,,
407,Araria,Kursakatta,1628221942,Padaria,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",PC,0,0,1,0,0,Pentecostal Church,,
411,Araria,Kursakatta,1626221946,Parasi,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",AV,0,0,0,1,0,,Somitlal kumar,
413,Araria,Kursakatta,1628221915,Phasimagrabi and Phasimashraqi,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",AV,0,0,0,1,0,,Somitlal kumar,
414,Araria,Kursakatta,1628221938,Phulbari,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",HC,0,1,0,0,0,Pentecostal Church,,
417,Araria,Kursakatta,1628221898,Shankarpur,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",HC,0,1,0,0,0,Pentecostal Church,,
419,Araria,Kursakatta,1628593000,Shijhua Milik,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",HC,0,1,0,0,0,Pentecostal Church,,
423,Araria,Kursakatta,1628221919,Sisabari,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",AV,0,0,0,1,0,,Somitlal kumar,
425,Araria,Kursakatta,1624221892,Sonapur,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",PC,0,0,1,0,0,Ind Church,Somitlal kumar,AV to PC @ Feb'25
428,Araria,Narpatganj,1629221531,Ajitnagar,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",PC,0,0,1,0,0,Ind Church,,
431,Araria,Narpatganj,1629221518,Baghua Dibiganj,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",PC,0,0,1,0,0,Ind Church,,
433,Araria,Narpatganj,1629221507,Barhara,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",HC,0,1,0,0,0,Ind Church,,
435,Araria,Narpatganj,1626221526,Bariarpur,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",AV,0,0,0,1,0,,Somitlal kumar,
437,Araria,Narpatganj,1629221486,Basmatiya,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",PC,0,0,1,0,0,Ind Church,,
439,Araria,Narpatganj,1629221533,Belsandi,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",AV,0,0,0,1,0,,Somitlal kumar,
440,Araria,Narpatganj,1629221535,Belwa,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",HC,0,1,0,0,0,Ind Church,,
442,Araria,Narpatganj,1629221487,Bhairoganj,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",AV,0,0,0,1,0,,Somitlal kumar,
444,Araria,Narpatganj,1629221491,Bhawanipur,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",PC,0,0,1,0,0,Ind Church,,
446,Araria,Narpatganj,1629221478,Chakorwa,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",AV,0,0,0,1,0,,Somitlal kumar,
448,Araria,Narpatganj,1629221508,Damiya,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",AV,0,0,0,1,0,,Somitlal kumar,
450,Araria,Narpatganj,1629221485,Dombana,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",HC,0,1,0,0,0,Ind Church,,
451,Araria,Narpatganj,1629221497,Dumari,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",PC,0,0,1,0,0,Ind Church,,
453,Araria,Narpatganj,1626221525,Gadhgawan,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",AV,0,0,0,1,0,,Somitlal kumar,
457,Araria,Narpatganj,1629221530,GokhulPur,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",PC,0,0,1,0,0,Ind Church,,
461,Araria,Narpatganj,1629221521,Kandhaili,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",AV,0,0,0,1,0,,Somitlal kumar,
464,Araria,Narpatganj,1629221532,Kochgaon,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",PC,0,0,1,0,0,Pentecostal Church,Somitlal kumar,AV to PC @ Oct - Dec'25
465,Araria,Narpatganj,1629221512,Koskapur,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",HC,0,1,0,0,0,Ind Church,,
468,Araria,Narpatganj,1626221473,Madhubani,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",AV,0,0,0,1,0,,Somitlal kumar,
470,Araria,Narpatganj,1629221484,Maheshpatti,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",HC,0,1,0,0,0,Ind Church,,
472,Araria,Narpatganj,1629221534,Mirdaul,"Paswan,Chamar,Pasi,Manjhi,Kushvaha,Mandal,Yadav,Teli,Musahar,Santhai,Muslim","Hindi,Maithli,Angika,Musahari,Santhali",PC,0,0,1,0,0,Ind Church,,
